metric,negative_training_set,positive_training_set,negative_eval_set,positive_eval_set,all_visits
N_Z53,< 10,< 10,< 10,< 10,155.0
%_Z53,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_C52,< 10,< 10,< 10,< 10,49.0
%_C52,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_D15,< 10,< 10,< 10,< 10,56.0
%_D15,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_H40,< 10,10.0,< 10,10.0,590.0
%_H40,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_R30,< 10,< 10,< 10,16.0,1644.0
%_R30,< 0.21%,< 0.21%,< 0.21%,0.34%,0.1%
N_L92,< 10,< 10,< 10,< 10,64.0
%_L92,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_T75,< 10,< 10,< 10,< 10,17.0
%_T75,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_M24,< 10,< 10,< 10,< 10,682.0
%_M24,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_W57,< 10,< 10,< 10,< 10,206.0
%_W57,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_E76,< 10,< 10,< 10,< 10,208.0
%_E76,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_H95,< 10,< 10,< 10,< 10,12.0
%_H95,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_B37,< 10,14.0,< 10,19.0,909.0
%_B37,< 0.21%,0.3%,< 0.21%,0.41%,0.06%
N_I37,< 10,< 10,< 10,< 10,390.0
%_I37,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_R07,54.0,236.0,59.0,243.0,20574.0
%_R07,1.16%,5.05%,1.26%,5.2%,1.31%
N_H80,< 10,< 10,< 10,< 10,43.0
%_H80,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_C10,< 10,< 10,< 10,< 10,401.0
%_C10,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_Q34,< 10,< 10,< 10,< 10,38.0
%_Q34,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_P12,< 10,< 10,< 10,< 10,18.0
%_P12,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_E66,25.0,106.0,19.0,104.0,8727.0
%_E66,0.54%,2.27%,0.41%,2.23%,0.55%
N_S63,< 10,< 10,< 10,< 10,390.0
%_S63,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_M93,< 10,< 10,< 10,< 10,200.0
%_M93,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_M18,< 10,< 10,< 10,< 10,250.0
%_M18,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_W05,< 10,< 10,< 10,< 10,< 10
%_W05,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_P74,< 10,< 10,< 10,< 10,26.0
%_P74,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_S52,< 10,< 10,< 10,< 10,1761.0
%_S52,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.11%
N_Z74,< 10,10.0,< 10,20.0,341.0
%_Z74,< 0.21%,< 0.21%,< 0.21%,0.43%,0.02%
N_K74,< 10,20.0,< 10,23.0,2471.0
%_K74,< 0.21%,0.43%,< 0.21%,0.49%,0.16%
N_X99,< 10,< 10,< 10,< 10,< 10
%_X99,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_C19,< 10,< 10,< 10,< 10,640.0
%_C19,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_G06,< 10,< 10,< 10,< 10,76.0
%_G06,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_G32,< 10,< 10,< 10,< 10,< 10
%_G32,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_A77,< 10,< 10,< 10,< 10,< 10
%_A77,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_N92,< 10,< 10,< 10,< 10,1421.0
%_N92,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.09%
N_G89,36.0,52.0,26.0,47.0,10970.0
%_G89,0.77%,1.11%,0.56%,1.01%,0.7%
N_P84,< 10,< 10,< 10,< 10,< 10
%_P84,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_G62,< 10,16.0,< 10,18.0,1186.0
%_G62,< 0.21%,0.34%,< 0.21%,0.39%,0.08%
N_C46,< 10,< 10,< 10,< 10,295.0
%_C46,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_I13,< 10,< 10,< 10,< 10,92.0
%_I13,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_V87,< 10,< 10,< 10,< 10,158.0
%_V87,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_I49,25.0,33.0,17.0,42.0,7272.0
%_I49,0.54%,0.71%,0.36%,0.9%,0.46%
N_M08,< 10,< 10,< 10,< 10,398.0
%_M08,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_O44,< 10,< 10,< 10,< 10,1232.0
%_O44,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.08%
N_T15,< 10,< 10,< 10,< 10,42.0
%_T15,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_E05,< 10,< 10,< 10,12.0,1155.0
%_E05,< 0.21%,< 0.21%,< 0.21%,0.26%,0.07%
N_L10,< 10,< 10,< 10,< 10,53.0
%_L10,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_O21,< 10,< 10,< 10,< 10,420.0
%_O21,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_F64,< 10,< 10,< 10,< 10,52.0
%_F64,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_N76,< 10,< 10,< 10,< 10,333.0
%_N76,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_S48,< 10,< 10,< 10,< 10,< 10
%_S48,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_I46,< 10,16.0,< 10,15.0,550.0
%_I46,< 0.21%,0.34%,< 0.21%,0.32%,0.03%
N_Z16,< 10,< 10,< 10,< 10,86.0
%_Z16,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_F07,< 10,< 10,< 10,< 10,94.0
%_F07,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_E89,< 10,< 10,< 10,< 10,439.0
%_E89,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_O14,< 10,< 10,< 10,< 10,610.0
%_O14,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_E20,< 10,< 10,< 10,< 10,67.0
%_E20,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_S04,< 10,< 10,< 10,< 10,10.0
%_S04,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_F45,< 10,< 10,< 10,< 10,92.0
%_F45,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Z71,< 10,21.0,< 10,20.0,1817.0
%_Z71,< 0.21%,0.45%,< 0.21%,0.43%,0.12%
N_D14,< 10,< 10,< 10,< 10,69.0
%_D14,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_N41,< 10,< 10,< 10,< 10,123.0
%_N41,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_E21,< 10,< 10,< 10,< 10,1193.0
%_E21,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.08%
N_C26,< 10,< 10,< 10,< 10,15.0
%_C26,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_W45,< 10,< 10,< 10,< 10,< 10
%_W45,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_C68,< 10,< 10,< 10,< 10,441.0
%_C68,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_S72,< 10,< 10,< 10,< 10,926.0
%_S72,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.06%
N_E02,< 10,< 10,< 10,< 10,< 10
%_E02,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_M54,55.0,74.0,46.0,64.0,19107.0
%_M54,1.18%,1.58%,0.99%,1.37%,1.21%
N_C20,< 10,< 10,< 10,< 10,2038.0
%_C20,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.13%
N_C92,< 10,< 10,< 10,18.0,3331.0
%_C92,< 0.21%,< 0.21%,< 0.21%,0.39%,0.21%
N_N97,< 10,< 10,< 10,< 10,164.0
%_N97,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Z33,< 10,< 10,< 10,< 10,1338.0
%_Z33,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.09%
N_F03,< 10,29.0,< 10,25.0,563.0
%_F03,< 0.21%,0.62%,< 0.21%,0.54%,0.04%
N_D45,< 10,< 10,< 10,< 10,538.0
%_D45,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_C01,< 10,< 10,< 10,< 10,123.0
%_C01,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Z02,< 10,< 10,< 10,< 10,296.0
%_Z02,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_B33,< 10,< 10,< 10,< 10,345.0
%_B33,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_H26,< 10,< 10,< 10,< 10,245.0
%_H26,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_E31,< 10,< 10,< 10,< 10,22.0
%_E31,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_P61,< 10,< 10,< 10,< 10,125.0
%_P61,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_O87,< 10,< 10,< 10,< 10,< 10
%_O87,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_N17,11.0,315.0,12.0,297.0,4378.0
%_N17,0.24%,6.75%,0.26%,6.36%,0.28%
N_V86,< 10,< 10,< 10,< 10,< 10
%_V86,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_F81,< 10,< 10,< 10,< 10,40.0
%_F81,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_C02,< 10,< 10,< 10,< 10,145.0
%_C02,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_O66,< 10,< 10,< 10,< 10,16.0
%_O66,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Q20,< 10,< 10,< 10,< 10,1543.0
%_Q20,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.1%
N_C63,< 10,< 10,< 10,< 10,19.0
%_C63,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Z52,< 10,< 10,< 10,< 10,1386.0
%_Z52,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.09%
N_M43,< 10,< 10,< 10,< 10,1173.0
%_M43,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.07%
N_L70,< 10,< 10,< 10,< 10,227.0
%_L70,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_R78,< 10,47.0,< 10,47.0,1254.0
%_R78,< 0.21%,1.01%,< 0.21%,1.01%,0.08%
N_S21,< 10,< 10,< 10,< 10,233.0
%_S21,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_L43,< 10,< 10,< 10,< 10,27.0
%_L43,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Y04,< 10,< 10,< 10,< 10,25.0
%_Y04,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_C82,< 10,< 10,< 10,< 10,869.0
%_C82,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.06%
N_M46,< 10,< 10,< 10,< 10,261.0
%_M46,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_J02,< 10,10.0,< 10,20.0,1670.0
%_J02,< 0.21%,< 0.21%,< 0.21%,0.43%,0.11%
N_C79,< 10,< 10,15.0,15.0,5551.0
%_C79,< 0.21%,< 0.21%,0.32%,0.32%,0.35%
N_E25,< 10,< 10,< 10,< 10,31.0
%_E25,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_O29,< 10,< 10,< 10,< 10,< 10
%_O29,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_Q35,< 10,< 10,< 10,< 10,55.0
%_Q35,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_I24,< 10,< 10,< 10,< 10,383.0
%_I24,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_Z29,< 10,16.0,< 10,10.0,487.0
%_Z29,< 0.21%,0.34%,< 0.21%,< 0.21%,0.03%
N_L00,< 10,< 10,< 10,< 10,< 10
%_L00,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_M45,< 10,< 10,< 10,< 10,109.0
%_M45,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_N64,< 10,< 10,< 10,< 10,1861.0
%_N64,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.12%
N_N13,13.0,22.0,10.0,30.0,4493.0
%_N13,0.28%,0.47%,< 0.21%,0.64%,0.29%
N_O86,< 10,< 10,< 10,< 10,45.0
%_O86,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_P03,< 10,< 10,< 10,< 10,53.0
%_P03,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_D71,< 10,< 10,< 10,< 10,11.0
%_D71,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_L71,< 10,< 10,< 10,< 10,66.0
%_L71,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_H32,< 10,< 10,< 10,< 10,< 10
%_H32,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_N11,< 10,< 10,< 10,< 10,14.0
%_N11,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_S41,< 10,< 10,< 10,< 10,84.0
%_S41,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_I67,< 10,< 10,< 10,14.0,1676.0
%_I67,< 0.21%,< 0.21%,< 0.21%,0.3%,0.11%
N_I80,< 10,< 10,< 10,< 10,181.0
%_I80,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_N15,< 10,< 10,< 10,< 10,38.0
%_N15,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_C55,< 10,< 10,< 10,< 10,573.0
%_C55,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_P77,< 10,< 10,< 10,< 10,< 10
%_P77,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_J80,< 10,195.0,< 10,191.0,465.0
%_J80,< 0.21%,4.18%,< 0.21%,4.09%,0.03%
N_F72,< 10,< 10,< 10,< 10,< 10
%_F72,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_X10,< 10,< 10,< 10,< 10,< 10
%_X10,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_D57,13.0,17.0,15.0,25.0,4147.0
%_D57,0.28%,0.36%,0.32%,0.54%,0.26%
N_Z81,< 10,< 10,< 10,< 10,24.0
%_Z81,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_B80,< 10,< 10,< 10,< 10,< 10
%_B80,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_O9A,< 10,< 10,< 10,< 10,37.0
%_O9A,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_H73,< 10,< 10,< 10,< 10,32.0
%_H73,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_C05,< 10,< 10,< 10,< 10,60.0
%_C05,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_D44,< 10,< 10,< 10,< 10,266.0
%_D44,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_W26,< 10,< 10,< 10,< 10,< 10
%_W26,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_E61,< 10,< 10,< 10,< 10,899.0
%_E61,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.06%
N_Q36,< 10,< 10,< 10,< 10,25.0
%_Q36,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Q41,< 10,< 10,< 10,< 10,25.0
%_Q41,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_D17,< 10,< 10,< 10,< 10,358.0
%_D17,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_Q01,< 10,< 10,< 10,< 10,26.0
%_Q01,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_S58,< 10,< 10,< 10,< 10,< 10
%_S58,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_S94,< 10,< 10,< 10,< 10,< 10
%_S94,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_L03,< 10,14.0,< 10,14.0,2011.0
%_L03,< 0.21%,0.3%,< 0.21%,0.3%,0.13%
N_R26,< 10,58.0,< 10,41.0,2762.0
%_R26,< 0.21%,1.24%,< 0.21%,0.88%,0.18%
N_E32,< 10,< 10,< 10,< 10,14.0
%_E32,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_K63,< 10,< 10,< 10,13.0,1034.0
%_K63,< 0.21%,< 0.21%,< 0.21%,0.28%,0.07%
N_L29,< 10,< 10,< 10,< 10,582.0
%_L29,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_K44,< 10,< 10,< 10,< 10,622.0
%_K44,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_Q06,< 10,< 10,< 10,< 10,142.0
%_Q06,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_M61,< 10,< 10,< 10,< 10,11.0
%_M61,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_E46,< 10,< 10,< 10,16.0,248.0
%_E46,< 0.21%,< 0.21%,< 0.21%,0.34%,0.02%
N_L84,< 10,< 10,< 10,< 10,37.0
%_L84,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_N86,< 10,< 10,< 10,< 10,< 10
%_N86,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_C88,< 10,< 10,< 10,< 10,515.0
%_C88,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_H49,< 10,< 10,< 10,< 10,123.0
%_H49,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_I21,< 10,32.0,< 10,37.0,1674.0
%_I21,< 0.21%,0.69%,< 0.21%,0.79%,0.11%
N_H25,< 10,< 10,< 10,< 10,586.0
%_H25,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_N06,< 10,< 10,< 10,< 10,15.0
%_N06,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_J45,11.0,119.0,11.0,100.0,5154.0
%_J45,0.24%,2.55%,0.24%,2.14%,0.33%
N_K46,< 10,< 10,< 10,< 10,250.0
%_K46,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_M96,< 10,< 10,< 10,< 10,446.0
%_M96,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_C65,< 10,< 10,< 10,< 10,235.0
%_C65,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_K00,< 10,< 10,< 10,< 10,45.0
%_K00,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_D37,< 10,< 10,< 10,< 10,90.0
%_D37,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Z68,< 10,29.0,< 10,31.0,2325.0
%_Z68,< 0.21%,0.62%,< 0.21%,0.66%,0.15%
N_I43,< 10,< 10,< 10,< 10,431.0
%_I43,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_J68,< 10,< 10,< 10,< 10,19.0
%_J68,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_K90,< 10,< 10,< 10,< 10,743.0
%_K90,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.05%
N_K59,< 10,66.0,13.0,74.0,4346.0
%_K59,< 0.21%,1.41%,0.28%,1.58%,0.28%
N_D82,< 10,< 10,< 10,< 10,87.0
%_D82,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_W30,< 10,< 10,< 10,< 10,< 10
%_W30,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_P25,< 10,< 10,< 10,< 10,18.0
%_P25,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_C72,< 10,< 10,< 10,< 10,242.0
%_C72,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_Y09,< 10,< 10,< 10,< 10,242.0
%_Y09,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_E73,< 10,< 10,< 10,< 10,35.0
%_E73,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_J37,< 10,< 10,< 10,< 10,< 10
%_J37,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_G20,< 10,< 10,< 10,< 10,548.0
%_G20,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_W06,< 10,< 10,< 10,< 10,36.0
%_W06,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_G11,< 10,< 10,< 10,< 10,62.0
%_G11,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Q37,< 10,< 10,< 10,< 10,41.0
%_Q37,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_H02,< 10,< 10,< 10,< 10,229.0
%_H02,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_L94,< 10,< 10,< 10,< 10,54.0
%_L94,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_E54,< 10,< 10,< 10,< 10,< 10
%_E54,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_G93,< 10,56.0,< 10,55.0,1915.0
%_G93,< 0.21%,1.2%,< 0.21%,1.18%,0.12%
N_K51,< 10,< 10,< 10,< 10,1114.0
%_K51,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.07%
N_S29,< 10,< 10,< 10,< 10,140.0
%_S29,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_D04,< 10,< 10,< 10,< 10,41.0
%_D04,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_I50,36.0,211.0,31.0,165.0,14129.0
%_I50,0.77%,4.52%,0.66%,3.53%,0.9%
N_Q82,< 10,< 10,< 10,< 10,161.0
%_Q82,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_H74,< 10,< 10,< 10,< 10,48.0
%_H74,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Z93,< 10,46.0,< 10,34.0,1399.0
%_Z93,< 0.21%,0.99%,< 0.21%,0.73%,0.09%
N_F02,< 10,< 10,< 10,12.0,313.0
%_F02,< 0.21%,< 0.21%,< 0.21%,0.26%,0.02%
N_C81,< 10,< 10,< 10,< 10,1203.0
%_C81,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.08%
N_O76,< 10,< 10,< 10,< 10,14.0
%_O76,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_I47,30.0,55.0,21.0,55.0,9193.0
%_I47,0.64%,1.18%,0.45%,1.18%,0.58%
N_J84,10.0,60.0,< 10,73.0,4086.0
%_J84,< 0.21%,1.28%,< 0.21%,1.56%,0.26%
N_J63,< 10,< 10,< 10,< 10,< 10
%_J63,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_D53,< 10,< 10,< 10,< 10,252.0
%_D53,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_P37,< 10,< 10,< 10,< 10,< 10
%_P37,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_L53,< 10,< 10,< 10,< 10,62.0
%_L53,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_S12,< 10,< 10,< 10,< 10,133.0
%_S12,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_S39,< 10,< 10,< 10,< 10,292.0
%_S39,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_C45,< 10,< 10,< 10,< 10,290.0
%_C45,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_K37,< 10,< 10,< 10,< 10,233.0
%_K37,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_K87,< 10,< 10,< 10,< 10,< 10
%_K87,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_H44,< 10,< 10,< 10,< 10,74.0
%_H44,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_O28,< 10,< 10,< 10,< 10,641.0
%_O28,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_Z98,55.0,83.0,51.0,69.0,16981.0
%_Z98,1.18%,1.78%,1.09%,1.48%,1.08%
N_10001,< 10,< 10,< 10,< 10,48.0
%_10001,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_T74,< 10,< 10,< 10,< 10,101.0
%_T74,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Z34,124.0,118.0,101.0,123.0,37409.0
%_Z34,2.66%,2.53%,2.16%,2.63%,2.38%
N_A94,< 10,< 10,< 10,< 10,< 10
%_A94,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_W31,< 10,< 10,< 10,< 10,< 10
%_W31,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_L40,< 10,< 10,< 10,< 10,601.0
%_L40,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_C07,< 10,< 10,< 10,< 10,65.0
%_C07,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_L64,< 10,< 10,< 10,< 10,10.0
%_L64,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Z20,13.0,176.0,25.0,182.0,6781.0
%_Z20,0.28%,3.77%,0.54%,3.9%,0.43%
N_F21,< 10,< 10,< 10,< 10,< 10
%_F21,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_N72,< 10,< 10,< 10,< 10,19.0
%_N72,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_C00,< 10,< 10,< 10,< 10,< 10
%_C00,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_F80,< 10,< 10,< 10,< 10,204.0
%_F80,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_J42,< 10,< 10,< 10,< 10,230.0
%_J42,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_P92,< 10,< 10,< 10,< 10,119.0
%_P92,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Q91,< 10,< 10,< 10,< 10,53.0
%_Q91,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_G04,< 10,< 10,< 10,< 10,147.0
%_G04,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_K66,< 10,< 10,< 10,< 10,169.0
%_K66,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
